Year,Season,SITE,Type,TEMP,DEPTH,Urchin_Density,Prop_urchins_exp,Gonad Index,Test_Diameter,Stipe_Density,Stipe_total,Log+1_PUR_Density,Residual_Prop_urchins_exp
2019,Summer,REF_042,REF,11.6,10,6.4375,0.988636364,,,0,0,2.006534771,0.611165515
2019,Summer,REF_047,REF,11,9.8,28.875,0.987417328,,,0,0,3.39702201,0.227775836
2019,Summer,REF_048,REF,12,7.2,13,0.294338474,,,0,0,2.63905733,-0.256979028
2019,Summer,REF_050,REF,9,14,7.875,0.808522727,,,0,0,2.183238335,0.382485511
2019,Summer,REF_051,REF,10,10.3,2.375,0.077369506,,,2.024450876,159,1.216395324,-0.082934229
2019,Summer,REF_053,REF,12,4.5,73.875,0.995117188,,,0,0,4.315820056,-0.017052793
2019,Summer,REF_054,REF,10,14,7.25,0.878835227,,,0,0,2.1102132,0.472868719
2019,Summer,REF_056,REF,11,7.5,2.6875,0.03671875,,,3.463211562,272,1.304948722,-0.147923581
2019,Summer,REF_058,REF,9,17.2,0.8125,0.00625,,,2.495549508,196,0.594707108,0.016815138
2019,Summer,REF_060,REF,10,9,14.75,0.2056023,,,5.373070879,422,2.756840365,-0.378087465
2019,Summer,REF_061,REF,12,11.5,9.4375,0.952901786,,,0,0,2.34540509,0.482293594
2019,Summer,REF_063,REF,10,9.4,2.0625,0,,,0.585690191,46,1.119231576,-0.133598611
2019,Summer,REF_065,REF,10,10,16.0625,1,,,0,0,2.836883073,0.394310772
2019,Summer,REF_066,REF,12,10.1,29.5625,0.985885881,,,0,0,3.419773767,0.219991147
2019,Summer,REF_067,REF,11,8.7,34.3125,0.996323529,,,0,0,3.564237009,0.190723569
2019,Summer,REF_068,REF,12,7.4,48.625,0.984247539,,,0,0,3.904494739,0.085128909
2019,Summer,REF_069,REF,10,14.2,1.625,0.125,,,0,0,0.965080896,0.033769174
2019,Summer,REF_070,REF,10,17.2,3.6875,0.84672619,,,0,0,1.544899391,0.596134241
2019,Summer,REF_071,REF,11,8,8.5,0.030848043,,,4.430873616,348,2.251291799,-0.413893434
2019,Summer,REF_072,REF,11,5.4,8.625,0.04928003,,,0.025464791,2,2.26436388,-0.399054263
2019,Summer,REF_073,REF,11,18,0.6875,0.302083333,,,0,0,0.523248144,0.332288722
2019,Summer,REF_075,REF,10,10.9,18.75,0.927083333,,,0.038197186,3,2.983153491,0.281192183
2019,Summer,REF_076,REF,12,5.7,4.5,0.02827381,,,2.279098785,179,1.704748092,-0.266252006
2019,Summer,REF_081,REF,10,19.3,1.75,0,,,0,0,1.011600912,-0.104016693
2019,Summer,REF_082,REF,10,11.3,13.875,1,,,0,0,2.699681951,0.432020029
2019,Summer,REF_083,REF,10,18,0.4375,0.0625,,,0.101859164,8,0.362905494,0.136775016
2019,Summer,REF_084,REF,10,6.3,2.875,0.025,,,5.322141297,418,1.354545663,-0.17327388
2019,Summer,REF_085,REF,12,11,1.8125,0.40922619,,,1.273239545,100,1.034073768,0.29903291
2019,Summer,REF_086,REF,11,14.1,6.8125,0,,,0,0,2.055725015,-0.390990618
2019,Summer,REF_087,REF,11,16.5,40.8125,0.998214286,,,0,0,3.733195338,0.146176708
2019,Summer,REF_090,REF,12,12.6,33.3125,0.982556267,,,0,0,3.535509719,0.184851904
2019,Summer,REF_091,REF,9,13.9,5.375,0.770890568,,,0,0,1.852384091,0.435787505
2019,Summer,REF_092,REF,10,16,1.25,0.385416667,,,0,0,0.810930216,0.336553626
2019,Summer,REF_094,REF,10,9.3,29.5625,0.987700321,,,0,0,3.419773767,0.221805586
2019,Summer,REF_095,REF,10,10.8,23.25,0.970357143,,,0,0,3.188416617,0.268050127
2019,Summer,REF_096,REF,11,7.5,37.0625,0.582230999,,,0.547493004,43,3.639229545,-0.243980403
2019,Summer,REF_097,REF,10,10.1,6.875,0.125830853,,,5.933296278,466,2.063693185,-0.267349789
2019,Summer,REF_099,REF,13,13.3,2.5,0.227083333,,,0.127323954,10,1.252762968,0.056784077
2019,Summer,REF_100,REF,10,19.7,0.75,0.171875,,,0,0,0.559615788,0.192084867
2019,Summer,REF_102,REF,10,10.2,23.3125,0.939292279,,,0,0,3.190990621,0.236277807
2019,Summer,REF_101F,REF,11,8.4,40.5625,0.716664151,,,5.920563883,465,3.727198318,-0.133725167
2019,Summer,REF_101M,REF,12,9.6,14.0625,0.320846051,,,0,0,2.712208211,-0.250576719
2019,Summer,REF_X,REF,10,15.6,5.3125,0.447028186,,,7.626704873,599,1.842531795,0.114632993
